cbsa,year,qtr,qcew_avg_wkly_wage,qcew_employment
45460,2021,2,854,63011
45460,2021,3,883,63018
45460,2021,4,956,63643
45500,2021,1,811,55907
45500,2021,2,862,57037
45500,2021,3,872,56851
45500,2021,4,982,56896
45780,2021,1,1017,275708
45780,2021,2,985,279240
45780,2021,3,1018,280479
45780,2021,4,1130,286047
45820,2021,1,936,105961
45820,2021,2,936,106496
45820,2021,3,943,105610
45820,2021,4,1044,108804
45940,2021,1,1794,246864
45940,2021,2,1463,253061
45940,2021,3,1456,254300
45940,2021,4,1646,261361
46060,2021,1,1008,365112
46060,2021,2,1027,361610
46060,2021,3,1047,371846
46060,2021,4,1160,381399
46140,2021,1,1008,416638
46140,2021,2,1011,422487
46140,2021,3,1019,422721
46140,2021,4,1135,429207
46220,2021,1,938,96376
46220,2021,2,963,95135
46220,2021,3,980,97252
46220,2021,4,1062,98485
46340,2021,1,915,103433
46340,2021,2,965,104410
46340,2021,3,1003,104927
46340,2021,4,1098,108174
46520,2021,1,1145,407445
46520,2021,2,1167,422052
46520,2021,3,1192,423099
46520,2021,4,1283,436143
46540,2021,1,913,112013
46540,2021,2,987,115140
46540,2021,3,976,114798
46540,2021,4,1071,116202
46660,2021,1,736,53575
46660,2021,2,796,53516
46660,2021,3,799,53416
46660,2021,4,887,54348
46700,2021,1,1235,129086
46700,2021,2,1237,133334
46700,2021,3,1238,134475
46700,2021,4,1331,136650
47020,2021,1,895,36960
47020,2021,2,929,37235
47020,2021,3,937,37825
47020,2021,4,1030,38550
47220,2021,1,930,56644
47220,2021,2,986,58734
47220,2021,3,992,58913
47220,2021,4,1119,59326
47260,2021,1,1010,714161
47260,2021,2,1045,728447
47260,2021,3,1032,723198
47260,2021,4,1159,734421
47300,2021,1,858,153774
47300,2021,2,883,165098
47300,2021,3,918,167072
47300,2021,4,992,166826
47380,2021,1,919,117536
47380,2021,2,962,117165
47380,2021,3,981,121454
47380,2021,4,1096,123308
47460,2021,1,918,28480
47460,2021,2,966,30383
47460,2021,3,971,31034
47460,2021,4,1030,29505
47580,2021,1,897,74799
47580,2021,2,981,75389
47580,2021,3,943,74767
47580,2021,4,1038,75825
47940,2021,1,942,83489
47940,2021,2,957,85501
47940,2021,3,965,85631
47940,2021,4,1210,85916
48060,2021,1,871,37381
48060,2021,2,955,40332
48060,2021,3,932,39446
48060,2021,4,1017,39229
48140,2021,1,936,68660
48140,2021,2,976,70582
48140,2021,3,998,69605
48140,2021,4,1123,70543
48260,2021,1,821,35511
48260,2021,2,837,36411
48260,2021,3,863,36238
48260,2021,4,949,36829
48300,2021,1,877,51359
48300,2021,2,902,57067
48300,2021,3,920,57372
48300,2021,4,1008,52618
48540,2021,1,876,56185
48540,2021,2,922,57380
48540,2021,3,924,57569
48540,2021,4,1026,58503
48620,2021,1,939,282983
48620,2021,2,944,288249
48620,2021,3,945,287675
48620,2021,4,1112,294499
48660,2021,1,806,55462
48660,2021,2,833,56072
48660,2021,3,867,55907
48660,2021,4,946,56860
48700,2021,1,892,47649
48700,2021,2,940,47993
48700,2021,3,956,47809
48700,2021,4,1057,48208
48900,2021,1,1008,129804
48900,2021,2,1000,130793
48900,2021,3,988,132120
48900,2021,4,1163,134726
49020,2021,1,980,62225
49020,2021,2,1001,63273
49020,2021,3,1029,63066
49020,2021,4,1133,64626
49180,2021,1,1035,258759
49180,2021,2,998,261146
49180,2021,3,1046,260096
49180,2021,4,1161,266613
49340,2021,1,1202,363878
49340,2021,2,1185,379641
49340,2021,3,1189,379119
49340,2021,4,1310,386339
49420,2021,1,822,107347
49420,2021,2,862,118623
49420,2021,3,876,121295
49420,2021,4,942,107615
49620,2021,1,1006,170977
49620,2021,2,1047,173764
49620,2021,3,1059,173644
49620,2021,4,1174,178576
49660,2021,1,825,189965
49660,2021,2,850,195238
49660,2021,3,872,195123
49660,2021,4,971,198807
49700,2021,1,956,48434
49700,2021,2,1011,52259
49700,2021,3,1021,53115
49700,2021,4,1110,51339
49740,2021,1,812,71754
49740,2021,2,927,60801
49740,2021,3,895,64623
49740,2021,4,988,78953
10180,2022,1,916,71378
10180,2022,2,965,71215
10180,2022,3,1022,72443
10180,2022,4,1035,73412
10420,2022,1,1144,305390
10420,2022,2,1062,314533
10420,2022,3,1114,314214
10420,2022,4,1130,318250
10500,2022,1,922,58229
10500,2022,2,943,58491
10500,2022,3,982,59380
10500,2022,4,982,60189
10540,2022,1,941,48951
10540,2022,2,990,49491
10540,2022,3,1022,49284
10540,2022,4,1040,49001
10580,2022,1,1339,425118
10580,2022,2,1336,439571
10580,2022,3,1377,436168
10580,2022,4,1395,436772
10740,2022,1,1054,383550
10740,2022,2,1052,383566
10740,2022,3,1124,391326
10740,2022,4,1132,395898
10780,2022,1,882,59232
10780,2022,2,922,60050
10780,2022,3,944,60533
10780,2022,4,949,60696
10900,2022,1,1144,357776
10900,2022,2,1150,365157
10900,2022,3,1177,364719
10900,2022,4,1237,368134
11020,2022,1,892,56293
11020,2022,2,964,58054
11020,2022,3,992,57370
11020,2022,4,987,57135
11100,2022,1,1037,118429
11100,2022,2,1028,120004
11100,2022,3,1088,119847
11100,2022,4,1129,121776
11180,2022,1,1155,45779
11180,2022,2,1138,46806
11180,2022,3,1159,47701
11180,2022,4,1176,47549
11260,2022,1,1197,166514
11260,2022,2,1255,174083
11260,2022,3,1307,173498
11260,2022,4,1295,168817
11460,2022,1,1300,211627
11460,2022,2,1313,210773
11460,2022,3,1375,215602
11460,2022,4,1358,215765
11500,2022,1,853,43519
11500,2022,2,867,43718
11500,2022,3,905,44149
11500,2022,4,927,44389
11540,2022,1,1075,119511
11540,2022,2,1033,124083
11540,2022,3,1103,123036
11540,2022,4,1145,122983
11700,2022,1,948,195622
11700,2022,2,962,199195
11700,2022,3,1026,199946
11700,2022,4,1059,202005
12020,2022,1,959,87236
12020,2022,2,1030,86877
12020,2022,3,1027,90548
12020,2022,4,1062,90981
12100,2022,1,1076,119763
12100,2022,2,1060,130092
12100,2022,3,1076,126550
12100,2022,4,1118,123633
12220,2022,1,891,60573
12220,2022,2,930,61814
12220,2022,3,949,63349
12220,2022,4,973,62974
12260,2022,1,1037,226117
12260,2022,2,1052,227786
12260,2022,3,1093,229332
12260,2022,4,1101,231539
12420,2022,1,1608,1171573
12420,2022,2,1513,1198295
12420,2022,3,1580,1215015
12420,2022,4,1616,1233829
12540,2022,1,1030,322561
12540,2022,2,1041,340431
12540,2022,3,1066,354141
12540,2022,4,1090,339599
12580,2022,1,1367,1273657
12580,2022,2,1335,1300557
12580,2022,3,1392,1303333
12580,2022,4,1437,1303228
12620,2022,1,951,69129
12620,2022,2,992,70693
12620,2022,3,1003,71757
12620,2022,4,1050,71446
12700,2022,1,1129,84742
12700,2022,2,1109,104352
12700,2022,3,1146,99906
12700,2022,4,1238,89441
12940,2022,1,1124,382787
12940,2022,2,1130,380754
12940,2022,3,1172,390203
12940,2022,4,1204,391014
12980,2022,1,1210,51847
12980,2022,2,1142,53039
12980,2022,3,1167,53224
12980,2022,4,1165,53297
13020,2022,1,1054,33077
13020,2022,2,975,34300
13020,2022,3,1033,34394
13020,2022,4,1063,34027
13140,2022,1,1185,152163
13140,2022,2,1144,152790
13140,2022,3,1197,155113
13140,2022,4,1233,156830
13220,2022,1,871,39730
13220,2022,2,922,40825
13220,2022,3,936,41194
13220,2022,4,998,40965
13380,2022,1,1103,90874
13380,2022,2,1121,92189
13380,2022,3,1153,93283
13380,2022,4,1175,92632
13460,2022,1,1118,87416
13460,2022,2,1140,90339
13460,2022,3,1184,90054
13460,2022,4,1206,89374
13740,2022,1,1030,87201
13740,2022,2,1066,89924
13740,2022,3,1088,89370
13740,2022,4,1168,89176
13780,2022,1,1063,91504
13780,2022,2,1070,93938
13780,2022,3,1125,93234
13780,2022,4,1121,94052
13820,2022,1,1231,499833
13820,2022,2,1161,503400
13820,2022,3,1212,505028
13820,2022,4,1273,510754
13900,2022,1,1077,70058
13900,2022,2,1081,72657
13900,2022,3,1136,71677
13900,2022,4,1135,71208
13980,2022,1,955,72296
13980,2022,2,942,71802
13980,2022,3,1108,73572
13980,2022,4,1040,72905
14010,2022,1,1344,87418
14010,2022,2,1149,89358
14010,2022,3,1221,90986
14010,2022,4,1210,91354
14020,2022,1,1087,71309
14020,2022,2,1048,71465
14020,2022,3,1088,72788
14020,2022,4,988,73013
14260,2022,1,1067,363404
14260,2022,2,1087,369944
14260,2022,3,1146,372791
14260,2022,4,1238,371874
14500,2022,1,1719,190865
14500,2022,2,1610,195282
14500,2022,3,1721,193578
14500,2022,4,1724,195091
14540,2022,1,929,74361
14540,2022,2,950,75801
14540,2022,3,978,77608
14540,2022,4,995,78174
14740,2022,1,1162,91063
14740,2022,2,1244,92233
14740,2022,3,1314,91974
14740,2022,4,1239,93120
14860,2022,1,2450,401566
14860,2022,2,1808,415270
14860,2022,3,1781,412559
14860,2022,4,2034,416280
15180,2022,1,739,149138
15180,2022,2,792,150966
15180,2022,3,807,152224
15180,2022,4,838,153986
15260,2022,1,922,42811
15260,2022,2,955,43800
15260,2022,3,965,44153
15260,2022,4,1001,45003
15380,2022,1,1144,513390
15380,2022,2,1137,526360
15380,2022,3,1164,521941
15380,2022,4,1202,525781
15500,2022,1,1026,63704
15500,2022,2,911,63182
15500,2022,3,970,63622
15500,2022,4,999,64406
15540,2022,1,1238,117167
15540,2022,2,1250,120168
15540,2022,3,1263,119843
15540,2022,4,1348,120478
15940,2022,1,935,157820
15940,2022,2,931,161976
15940,2022,3,989,161061
15940,2022,4,1016,162179
15980,2022,1,1048,287319
15980,2022,2,1061,279064
15980,2022,3,1090,287793
15980,2022,4,1174,290684
16020,2022,1,898,43279
16020,2022,2,917,43736
16020,2022,3,966,44077
16020,2022,4,961,44379
16180,2022,1,1084,30038
16180,2022,2,1173,30590
16180,2022,3,1201,30530
16180,2022,4,1202,30682
16220,2022,1,1015,37277
16220,2022,2,1030,38609
16220,2022,3,1087,38835
16220,2022,4,1158,38851
16300,2022,1,1190,136973
16300,2022,2,1157,142059
16300,2022,3,1206,139389
16300,2022,4,1217,139168
16540,2022,1,930,59058
16540,2022,2,975,59467
16540,2022,3,1021,59997
16540,2022,4,1016,59813
16580,2022,1,1062,101161
16580,2022,2,1079,102877
16580,2022,3,1147,103895
16580,2022,4,1102,104252
16620,2022,1,1031,97982
16620,2022,2,1042,99343
16620,2022,3,1080,99163
16620,2022,4,1117,100194
16700,2022,1,1158,354687
16700,2022,2,1141,364841
16700,2022,3,1189,367023
16700,2022,4,1210,372689
16740,2022,1,1509,1264323
16740,2022,2,1285,1276503
16740,2022,3,1329,1286572
16740,2022,4,1346,1305376
16820,2022,1,1160,110786
16820,2022,2,1176,111764
16820,2022,3,1278,113324
16820,2022,4,1294,114628
16860,2022,1,1096,251562
16860,2022,2,1088,253193
16860,2022,3,1157,258606
16860,2022,4,1220,262630
16940,2022,1,1033,45955
16940,2022,2,1035,46820
16940,2022,3,1102,46770
16940,2022,4,1107,46748
16984,2022,1,1570,4351715
16984,2022,2,1381,4484067
16984,2022,3,1410,4483177
16984,2022,4,1494,4492591
17020,2022,1,949,78665
17020,2022,2,987,77930
17020,2022,3,1043,79233
17020,2022,4,1059,78763
17140,2022,1,1279,1053157
17140,2022,2,1201,1071732
17140,2022,3,1262,1074587
17140,2022,4,1269,1081006
17300,2022,1,871,93024
17300,2022,2,900,93589
17300,2022,3,941,95438
17300,2022,4,954,96639
17420,2022,1,917,45541
17420,2022,2,926,45182
17420,2022,3,948,45544
17420,2022,4,991,44896
17660,2022,1,943,66331
17660,2022,2,957,69781
17660,2022,3,1009,69444
17660,2022,4,1025,67616
17780,2022,1,952,126564
17780,2022,2,978,122553
17780,2022,3,1002,128208
17780,2022,4,1016,132313
17820,2022,1,1146,300670
17820,2022,2,1141,306530
17820,2022,3,1219,305314
17820,2022,4,1235,308465
17860,2022,1,1016,96115
17860,2022,2,1020,95463
17860,2022,3,1082,97618
17860,2022,4,1048,98228
17900,2022,1,1014,379601
17900,2022,2,1023,380167
17900,2022,3,1061,384017
17900,2022,4,1096,387557
17980,2022,1,986,112009
17980,2022,2,921,112964
17980,2022,3,958,113743
17980,2022,4,966,114326
18020,2022,1,1385,49067
18020,2022,2,1144,50271
18020,2022,3,1256,50186
18020,2022,4,1255,50573
18140,2022,1,1266,1047165
18140,2022,2,1182,1062720
18140,2022,3,1258,1060057
18140,2022,4,1287,1069025
18580,2022,1,1026,182477
18580,2022,2,1028,184367
18580,2022,3,1072,184030
18580,2022,4,1104,186994
18700,2022,1,1133,37790
18700,2022,2,1198,38239
18700,2022,3,1200,38243
18700,2022,4,1281,38205
18880,2022,1,1035,120278
18880,2022,2,1082,120649
18880,2022,3,1114,122072
18880,2022,4,1127,121618
19140,2022,1,955,64325
19140,2022,2,970,64756
19140,2022,3,969,64607
19140,2022,4,986,64706
19300,2022,1,839,78517
19300,2022,2,878,82087
19300,2022,3,942,80105
19300,2022,4,955,80481
19340,2022,1,1087,175569
19340,2022,2,1058,179032
19340,2022,3,1125,177655
19340,2022,4,1297,179154
19460,2022,1,1022,55218
19460,2022,2,1049,56048
19460,2022,3,1092,56106
19460,2022,4,1116,56958
19500,2022,1,1477,45086
19500,2022,2,1099,45980
19500,2022,3,1191,46371
19500,2022,4,1233,46308
19660,2022,1,931,207483
19660,2022,2,934,203383
19660,2022,3,953,210672
19660,2022,4,978,211451
19740,2022,1,1649,1537982
19740,2022,2,1506,1581453
19740,2022,3,1577,1575811
19740,2022,4,1619,1592811
19780,2022,1,1350,367362
19780,2022,2,1225,381156
19780,2022,3,1306,378132
19780,2022,4,1336,381946
20020,2022,1,904,58006
20020,2022,2,913,58401
20020,2022,3,958,59017
20020,2022,4,1036,59648
20100,2022,1,973,68132
20100,2022,2,972,68515
20100,2022,3,1062,69111
20100,2022,4,1092,69378
20220,2022,1,1003,57098
20220,2022,2,1008,58803
20220,2022,3,1067,57995
20220,2022,4,1183,58574
20260,2022,1,1016,119275
20260,2022,2,1050,124327
20260,2022,3,1124,124327
20260,2022,4,1079,122649
20500,2022,1,1576,325935
20500,2022,2,1442,330761
20500,2022,3,1549,331558
20500,2022,4,1575,334104
20740,2022,1,999,81764
20740,2022,2,989,84163
20740,2022,3,1053,84059
20740,2022,4,1068,84067
20940,2022,1,894,65372
20940,2022,2,958,66613
20940,2022,3,1009,65175
20940,2022,4,1008,63856
21060,2022,1,908,52490
21060,2022,2,984,53017
21060,2022,3,988,53305
21060,2022,4,996,53807
21140,2022,1,1312,141962
21140,2022,2,1253,144308
21140,2022,3,1155,140454
21140,2022,4,1113,138768
21300,2022,1,1086,32696
21300,2022,2,1092,34185
21300,2022,3,1089,33398
21300,2022,4,1136,33462
21340,2022,1,865,314011
21340,2022,2,896,317218
21340,2022,3,926,322781
21340,2022,4,933,327142
21500,2022,1,915,115555
21500,2022,2,936,118903
21500,2022,3,988,117875
21500,2022,4,983,117437
21660,2022,1,1016,154234
21660,2022,2,1031,156001
21660,2022,3,1063,155890
21660,2022,4,1087,156331
21780,2022,1,1010,149299
21780,2022,2,1012,151648
21780,2022,3,1052,152115
21780,2022,4,1065,153015
21820,2022,1,1064,34575
21820,2022,2,1184,35761
21820,2022,3,1240,36096
21820,2022,4,1242,35022
22020,2022,1,1116,139354
22020,2022,2,1132,143859
22020,2022,3,1183,145034
22020,2022,4,1195,144149
22140,2022,1,948,43425
22140,2022,2,978,44176
22140,2022,3,1015,44806
22140,2022,4,1044,45560
22180,2022,1,921,129390
22180,2022,2,964,129764
22180,2022,3,1001,128806
22180,2022,4,978,131131
22220,2022,1,1463,257098
22220,2022,2,1103,261657
22220,2022,3,1167,266636
22220,2022,4,1201,267762
22380,2022,1,882,60813
22380,2022,2,958,61405
22380,2022,3,996,63753
22380,2022,4,1010,63323
22420,2022,1,972,126961
22420,2022,2,974,131577
22420,2022,3,1015,132015
22420,2022,4,1044,132657
22500,2022,1,942,85831
22500,2022,2,932,87076
22500,2022,3,984,88019
22500,2022,4,993,88906
22520,2022,1,899,53614
22520,2022,2,916,53418
22520,2022,3,946,54042
22520,2022,4,970,54832
22540,2022,1,1087,45511
22540,2022,2,1066,46745
22540,2022,3,1074,46321
22540,2022,4,1104,46114
22660,2022,1,1223,167701
22660,2022,2,1168,173774
22660,2022,3,1241,172526
22660,2022,4,1310,172730
22900,2022,1,898,104571
22900,2022,2,916,106238
22900,2022,3,949,107459
22900,2022,4,951,107327
23060,2022,1,1087,215647
23060,2022,2,1004,220324
23060,2022,3,1079,220513
23060,2022,4,1075,222713
23420,2022,1,984,399970
23420,2022,2,1023,417425
23420,2022,3,1053,422095
23420,2022,4,1087,416050
23460,2022,1,792,31888
23460,2022,2,827,32210
23460,2022,3,870,31932
23460,2022,4,881,32487
23540,2022,1,1043,137909
23540,2022,2,1066,136434
23540,2022,3,1142,141121
23540,2022,4,1206,142196
23580,2022,1,1077,92989
23580,2022,2,1130,95528
23580,2022,3,1158,97163
23580,2022,4,1199,99010
23900,2022,1,916,33278
23900,2022,2,965,33417
23900,2022,3,1019,34332
23900,2022,4,1023,33651
24020,2022,1,1012,48499
24020,2022,2,1056,53267
24020,2022,3,1045,51505
24020,2022,4,1131,49564
24140,2022,1,854,40235
24140,2022,2,860,40400
24140,2022,3,898,40144
24140,2022,4,910,41031
24220,2022,1,967,49838
24220,2022,2,1017,51066
24220,2022,3,1053,51291
24220,2022,4,1067,50987
24260,2022,1,907,41798
24260,2022,2,964,42869
24260,2022,3,979,42591
24260,2022,4,1006,42634
24300,2022,1,969,63717
24300,2022,2,986,65237
24300,2022,3,1078,65161
24300,2022,4,1074,64665
24340,2022,1,1089,555828
24340,2022,2,1066,570188
24340,2022,3,1141,564897
24340,2022,4,1172,575641
24420,2022,1,836,29476
24420,2022,2,887,30274
24420,2022,3,902,30523
24420,2022,4,888,30302
24500,2022,1,926,35484
24500,2022,2,956,36521
24500,2022,3,1038,36692
24500,2022,4,1058,36225
24540,2022,1,1210,109244
24540,2022,2,1151,111980
24540,2022,3,1199,112715
24540,2022,4,1219,113525
24580,2022,1,1094,168216
24580,2022,2,1077,172861
24580,2022,3,1125,172662
24580,2022,4,1184,173848
24660,2022,1,1073,350570
24660,2022,2,1023,350738
24660,2022,3,1073,353901
24660,2022,4,1081,357905
24780,2022,1,990,78101
24780,2022,2,1013,78216
24780,2022,3,1039,79691
24780,2022,4,1099,80355
24860,2022,1,1022,409319
24860,2022,2,1036,413937
24860,2022,3,1068,417649
24860,2022,4,1108,421432
25060,2022,1,981,149680
25060,2022,2,934,151141
25060,2022,3,971,150688
25060,2022,4,975,151626
25180,2022,1,954,98541
25180,2022,2,976,97109
25180,2022,3,1023,99675
25180,2022,4,1040,100784
25220,2022,1,803,45198
25220,2022,2,833,44971
25220,2022,3,868,46581
25220,2022,4,866,47014
25260,2022,1,943,47136
25260,2022,2,969,49010
25260,2022,3,1019,50697
25260,2022,4,1062,49803
25420,2022,1,1182,320721
25420,2022,2,1179,329246
25420,2022,3,1228,329000
25420,2022,4,1224,331942
25500,2022,1,935,64367
25500,2022,2,913,64568
25500,2022,3,1010,65067
25500,2022,4,982,65749
25540,2022,1,1559,597374
25540,2022,2,1370,609698
25540,2022,3,1415,607262
25540,2022,4,1479,611038
25620,2022,1,826,61460
25620,2022,2,844,61850
25620,2022,3,912,62502
25620,2022,4,947,63141
25860,2022,1,954,152145
25860,2022,2,945,153539
25860,2022,3,979,154602
25860,2022,4,998,156694
25940,2022,1,903,77144
25940,2022,2,953,80576
25940,2022,3,971,80043
25940,2022,4,1027,79667
25980,2022,1,852,20608
25980,2022,2,897,20875
25980,2022,3,892,21178
25980,2022,4,951,21307
26140,2022,1,821,33577
26140,2022,2,967,33565
26140,2022,3,882,34021
26140,2022,4,905,34488
26300,2022,1,778,37677
26300,2022,2,826,37904
26300,2022,3,860,37866
26300,2022,4,856,38317
26380,2022,1,1081,77539
26380,2022,2,1109,79639
26380,2022,3,1170,80367
26380,2022,4,1190,80998
26420,2022,1,1564,3053829
26420,2022,2,1386,3093235
26420,2022,3,1437,3126808
26420,2022,4,1500,3184018
26580,2022,1,932,124913
26580,2022,2,1003,125349
26580,2022,3,1031,127397
26580,2022,4,1057,128065
26620,2022,1,1291,241974
26620,2022,2,1314,244672
26620,2022,3,1362,249799
26620,2022,4,1389,251561
26820,2022,1,948,75309
26820,2022,2,976,77663
26820,2022,3,1068,77060
26820,2022,4,1080,77413
26900,2022,1,1286,1043192
26900,2022,2,1167,1059370
26900,2022,3,1220,1071808
26900,2022,4,1238,1079315
26980,2022,1,1105,89691
26980,2022,2,1108,90902
26980,2022,3,1184,91583
26980,2022,4,1160,90996
27060,2022,1,1258,47136
27060,2022,2,1270,46116
27060,2022,3,1283,48613
27060,2022,4,1278,47648
27100,2022,1,1066,56036
27100,2022,2,1074,58093
27100,2022,3,1146,56637
27100,2022,4,1143,56984
27140,2022,1,965,248566
27140,2022,2,960,250751
27140,2022,3,1011,253587
27140,2022,4,1031,255947
27180,2022,1,970,67835
27180,2022,2,965,67899
27180,2022,3,1003,68738
27180,2022,4,1079,68538
27260,2022,1,1222,716218
27260,2022,2,1166,716565
27260,2022,3,1194,731914
27260,2022,4,1239,744091
27340,2022,1,783,51252
27340,2022,2,807,52176
27340,2022,3,852,52363
27340,2022,4,852,53165
27500,2022,1,1070,65471
27500,2022,2,1034,67320
27500,2022,3,1062,66873
27500,2022,4,1070,66774
27620,2022,1,908,74739
27620,2022,2,948,75774
27620,2022,3,983,75862
27620,2022,4,993,76671
27740,2022,1,905,80150
27740,2022,2,957,80167
27740,2022,3,974,81301
27740,2022,4,998,81524
27780,2022,1,823,46913
27780,2022,2,852,47405
27780,2022,3,914,47919
27780,2022,4,932,48142
27860,2022,1,886,58001
27860,2022,2,933,58854
27860,2022,3,941,59747
27860,2022,4,989,59743
27900,2022,1,849,78688
27900,2022,2,912,79164
27900,2022,3,935,79501
27900,2022,4,920,80482
27980,2022,1,1026,74016
27980,2022,2,1068,74661
27980,2022,3,1118,75339
27980,2022,4,1140,76607
28020,2022,1,1175,138839
28020,2022,2,1110,142564
28020,2022,3,1169,141685
28020,2022,4,1188,141041
28100,2022,1,954,41915
28100,2022,2,964,42975
28100,2022,3,1034,42300
28100,2022,4,1025,41942
28140,2022,1,1226,1035080
28140,2022,2,1195,1050929
28140,2022,3,1238,1062515
28140,2022,4,1289,1073848
28420,2022,1,1119,126196
28420,2022,2,1145,134060
28420,2022,3,1205,134333
28420,2022,4,1223,128230
28660,2022,1,998,144656
28660,2022,2,1053,145939
28660,2022,3,1091,147596
28660,2022,4,1081,148843
28700,2022,1,1039,113222
28700,2022,2,971,114405
28700,2022,3,1018,116361
28700,2022,4,1032,116795
28740,2022,1,1030,55875
28740,2022,2,1108,58646
28740,2022,3,1091,58039
28740,2022,4,1144,57187
28940,2022,1,1121,399629
28940,2022,2,1133,402846
28940,2022,3,1174,408740
28940,2022,4,1240,412193
29020,2022,1,1162,34721
29020,2022,2,1014,34617
29020,2022,3,1037,34199
29020,2022,4,1022,35048
29100,2022,1,988,72407
29100,2022,2,1005,73726
29100,2022,3,1034,74247
29100,2022,4,1083,75110
29180,2022,1,935,191539
29180,2022,2,970,192390
29180,2022,3,1024,195810
29180,2022,4,1070,197968
29200,2022,1,1015,96457
29200,2022,2,1027,95494
29200,2022,3,1049,98144
29200,2022,4,1082,99331
29340,2022,1,1194,92923
29340,2022,2,1158,92369
29340,2022,3,1194,93433
29340,2022,4,1246,92126
29420,2022,1,839,55766
29420,2022,2,910,53734
29420,2022,3,941,54868
29420,2022,4,952,55182
29460,2022,1,967,252193
29460,2022,2,979,246110
29460,2022,3,1006,255041
29460,2022,4,1012,259566
29540,2022,1,1048,243730
29540,2022,2,1052,249869
29540,2022,3,1109,249310
29540,2022,4,1129,250820
29620,2022,1,1169,205722
29620,2022,2,1151,210787
29620,2022,3,1195,212727
29620,2022,4,1223,214056
29700,2022,1,795,101856
29700,2022,2,810,103065
29700,2022,3,845,103477
29700,2022,4,888,104640
29740,2022,1,825,73350
29740,2022,2,876,74338
29740,2022,3,894,76821
29740,2022,4,903,75987
29820,2022,1,1126,1034379
29820,2022,2,1120,1057881
29820,2022,3,1162,1073591
29820,2022,4,1206,1081402
29940,2022,1,882,47056
29940,2022,2,929,47305
29940,2022,3,940,49012
29940,2022,4,965,49819
30020,2022,1,839,41587
30020,2022,2,899,41921
30020,2022,3,908,42122
30020,2022,4,914,42439
30140,2022,1,940,50591
30140,2022,2,1011,51007
30140,2022,3,1047,51455
30140,2022,4,1050,51904
30300,2022,1,900,27539
30300,2022,2,934,28181
30300,2022,3,991,28216
30300,2022,4,1004,28096
30340,2022,1,1012,47440
30340,2022,2,994,48208
30340,2022,3,1065,48130
30340,2022,4,1074,47660
30460,2022,1,1072,268861
30460,2022,2,1123,267389
30460,2022,3,1141,277574
30460,2022,4,1157,279199
30620,2022,1,1001,48625
30620,2022,2,1009,48889
30620,2022,3,1037,49097
30620,2022,4,1050,50230
30700,2022,1,1009,173337
30700,2022,2,1031,175316
30700,2022,3,1062,177182
30700,2022,4,1113,177853
30780,2022,1,1049,337086
30780,2022,2,1045,339896
30780,2022,3,1083,343167
30780,2022,4,1119,348789
30860,2022,1,855,67555
30860,2022,2,873,67788
30860,2022,3,926,68616
30860,2022,4,954,68250
30980,2022,1,965,93712
30980,2022,2,978,94177
30980,2022,3,1056,95972
30980,2022,4,1069,97132
31020,2022,1,1167,40523
31020,2022,2,1164,41474
31020,2022,3,1246,41447
31020,2022,4,1210,41462
31084,2022,1,1493,6064106
31084,2022,2,1429,6111802
31084,2022,3,1470,6146074
31084,2022,4,1598,6209146
31140,2022,1,1189,642924
31140,2022,2,1173,650945
31140,2022,3,1179,657173
31140,2022,4,1209,667012
31180,2022,1,934,148910
31180,2022,2,965,147902
31180,2022,3,1010,150038
31180,2022,4,1022,150966
31340,2022,1,953,95643
31340,2022,2,957,96230
31340,2022,3,981,96800
31340,2022,4,1012,97487
31420,2022,1,953,94626
31420,2022,2,945,95335
31420,2022,3,987,95089
31420,2022,4,1015,96459
31540,2022,1,1296,383825
31540,2022,2,1280,396523
31540,2022,3,1283,394719
31540,2022,4,1346,396580
31700,2022,1,1424,199531
31700,2022,2,1433,202905
31700,2022,3,1415,201751
31700,2022,4,1535,202986
31740,2022,1,856,38097
31740,2022,2,911,38461
31740,2022,3,933,39433
31740,2022,4,949,39645
31860,2022,1,1000,53161
31860,2022,2,987,53466
31860,2022,3,1046,55013
31860,2022,4,1071,55421
31900,2022,1,864,48007
31900,2022,2,872,48361
31900,2022,3,940,47805
31900,2022,4,956,48403
32580,2022,1,736,278052
32580,2022,2,765,276758
32580,2022,3,809,282627
32580,2022,4,827,288107
32780,2022,1,1019,88590
32780,2022,2,1028,90655
32780,2022,3,1072,91771
32780,2022,4,1060,89970
32820,2022,1,1160,615977
32820,2022,2,1176,623392
32820,2022,3,1216,629079
32820,2022,4,1242,632901
32900,2022,1,921,80203
32900,2022,2,973,84333
32900,2022,3,1014,88391
32900,2022,4,1005,81221
33140,2022,1,891,38998
33140,2022,2,906,40238
33140,2022,3,963,40244
33140,2022,4,979,40236
33220,2022,1,1569,35087
33220,2022,2,1170,36535
33220,2022,3,1226,36668
33220,2022,4,1349,36418
33260,2022,1,1707,105898
33260,2022,2,1540,108477
33260,2022,3,1659,112362
33260,2022,4,1743,114811
33340,2022,1,1267,796098
33340,2022,2,1160,813341
33340,2022,3,1220,809777
33340,2022,4,1276,810421
33460,2022,1,1493,1854242
33460,2022,2,1368,1922968
33460,2022,3,1435,1908995
33460,2022,4,1439,1909439
33540,2022,1,971,61767
33540,2022,2,1014,64761
33540,2022,3,1062,63958
33540,2022,4,1088,63352
33660,2022,1,1024,170840
33660,2022,2,1049,171812
